,Gene,Spearman_r,P_value,FDR
18314,KIF16B,0.4088,0.115888,0.7239890810810811
32459,lnc-C8orf59-1,-0.4088,0.115888,0.7239890810810811
23468,OR6K2,-0.4088,0.115888,0.7239890810810811
1106,SNHG4,0.4088,0.115888,0.7239890810810811
15351,LPHN3,0.4088,0.115888,0.7239890810810811
10467,GPR37L1,-0.4088,0.115888,0.7239890810810811
21073,KCNQ4,-0.4088,0.115888,0.7239890810810811
13431,lnc-USP28-1,0.4088,0.115888,0.7239890810810811
32551,FLJ46552,0.4088,0.115888,0.7239890810810811
18962,CECR2,-0.4088,0.115888,0.7239890810810811
22781,MITF,0.4088,0.115888,0.7239890810810811
10612,lnc-HMGB2-2,0.4088,0.115888,0.7239890810810811
14488,lnc-C12orf49-2,-0.4088,0.115888,0.7239890810810811
10605,lnc-HMBOX1-3,-0.4088,0.115888,0.7239890810810811
26743,WFDC13,0.4088,0.115888,0.7239890810810811
9600,lnc-CLUL1-1,0.4088,0.115888,0.7239890810810811
29334,OR10J3,-0.4088,0.115888,0.7239890810810811
2593,lnc-NEIL3-3,0.4088,0.115888,0.7239890810810811
5751,LOC101929494,-0.4088,0.115888,0.7239890810810811
5412,lnc-VPS13C-1,0.4088,0.115888,0.7239890810810811
22054,PRMT1,0.4088,0.115888,0.7239890810810811
25362,PRRC1,0.4088,0.115888,0.7239890810810811
4028,LOC104798195,0.4088,0.115888,0.7239890810810811
25346,SLC25A2,0.4088,0.115888,0.7239890810810811
19389,BSND,0.4088,0.115888,0.7239890810810811
3988,lnc-DENND1A-2,0.4088,0.115888,0.7239890810810811
17663,AEBP1,0.4088,0.115888,0.7239890810810811
27105,ANKRD13A,-0.4088,0.115888,0.7239890810810811
14123,LOC100507564,0.4088,0.115888,0.7239890810810811
19740,RWDD2A,0.4088,0.115888,0.7239890810810811
9413,lnc-CD226-2,0.4088,0.115888,0.7239890810810811
2200,lnc-KCNH8-1,-0.4088,0.115888,0.7239890810810811
9344,lnc-CBR1-1,-0.4088,0.115888,0.7239890810810811
26065,CTNNA3,0.4088,0.115888,0.7239890810810811
10667,MIR1247,-0.4088,0.115888,0.7239890810810811
31992,LINC00618,0.4088,0.115888,0.7239890810810811
12489,lnc-SCAP-1,0.4088,0.115888,0.7239890810810811
15564,CXCR3,0.4088,0.115888,0.7239890810810811
24714,MYH14,-0.4088,0.115888,0.7239890810810811
30285,DUPD1,-0.4088,0.115888,0.7239890810810811
12466,LOC101928034,-0.4088,0.115888,0.7239890810810811
12085,LOC101929542,-0.4088,0.115888,0.7239890810810811
12073,lnc-PVALB-1,-0.4088,0.115888,0.7239890810810811
16164,MYBPC3,-0.4088,0.115888,0.7239890810810811
28136,SLC25A37,-0.4088,0.115888,0.7239890810810811
28126,HMGCS1,0.4088,0.115888,0.7239890810810811
34258,PPP6R3,0.4088,0.115888,0.7239890810810811
34241,LOC389273,-0.4088,0.115888,0.7239890810810811
5183,lnc-RP11-322L20.1.1-3,0.4088,0.115888,0.7239890810810811
14701,GRAMD1A,-0.4088,0.115888,0.7239890810810811
22005,LTA4H,-0.4088,0.115888,0.7239890810810811
4338,lnc-GDF10-3,0.4088,0.115888,0.7239890810810811
16199,ASCC1,0.4088,0.115888,0.7239890810810811
2307,lnc-COPG-2,-0.4088,0.115888,0.7239890810810811
31949,TNRC6C,0.4088,0.115888,0.7239890810810811
10962,LOC101928100,0.4088,0.115888,0.7239890810810811
28648,PROK2,-0.4088,0.115888,0.7239890810810811
28711,STYX,0.4088,0.115888,0.7239890810810811
19685,GPR64,-0.4088,0.115888,0.7239890810810811
16537,TBL2,0.4088,0.115888,0.7239890810810811
29478,LPIN1,-0.4088,0.115888,0.7239890810810811
13617,CLYBL-AS1,0.4088,0.115888,0.7239890810810811
26968,PSMC3IP,0.4088,0.115888,0.7239890810810811
9017,lnc-C11orf58-1,-0.4088,0.115888,0.7239890810810811
24481,NPPA,-0.4088,0.115888,0.7239890810810811
301,LINC01372,0.4088,0.115888,0.7239890810810811
25528,NVL,0.4088,0.115888,0.7239890810810811
21949,CDCA2,0.4088,0.115888,0.7239890810810811
21635,ANKAR,0.4088,0.115888,0.7239890810810811
6467,XLOC_l2_001196,-0.4088,0.115888,0.7239890810810811
9039,lnc-C14orf102-1,0.4088,0.115888,0.7239890810810811
21649,ZNF227,0.4088,0.115888,0.7239890810810811
29664,KGFLP2,-0.4088,0.115888,0.7239890810810811
31121,GJD3,0.4088,0.115888,0.7239890810810811
11439,lnc-NDNL2-1,-0.4088,0.115888,0.7239890810810811
13812,lnc-C8A-1,-0.4088,0.115888,0.7239890810810811
18153,ZKSCAN3,0.4088,0.115888,0.7239890810810811
18124,MGAT5,0.4088,0.115888,0.7239890810810811
18117,RNF4,0.4088,0.115888,0.7239890810810811
4378,lnc-GPR158-2,0.4088,0.115888,0.7239890810810811
18191,PTDSS1,0.4088,0.115888,0.7239890810810811
154,KIAA1671,0.4088,0.115888,0.7239890810810811
1894,lnc-DNAH6-3,0.4088,0.115888,0.7239890810810811
27102,MBOAT4,-0.4088,0.115888,0.7239890810810811
3680,lnc-RHPN1-3,0.4088,0.115888,0.7239890810810811
3700,lnc-DUSP4-3,-0.4088,0.115888,0.7239890810810811
30988,C1orf141,-0.4088,0.115888,0.7239890810810811
24815,TAGLN3,0.4088,0.115888,0.7239890810810811
7911,XLOC_l2_015812,-0.4088,0.115888,0.7239890810810811
1135,LOC100505912,0.4088,0.115888,0.7239890810810811
24869,TEAD3,-0.4088,0.115888,0.7239890810810811
7382,PRDX6,-0.4088,0.115888,0.7239890810810811
33049,KRTAP9-6,-0.4088,0.115888,0.7239890810810811
6255,lnc-WRB-2,0.4088,0.115888,0.7239890810810811
20220,PLK2,0.4088,0.115888,0.7239890810810811
7429,GUSBP5,0.4088,0.115888,0.7239890810810811
30476,LINC00588,0.4088,0.115888,0.7239890810810811
30389,NUTM2D,-0.4088,0.115888,0.7239890810810811
7274,XLOC_l2_009811,-0.4088,0.115888,0.7239890810810811
24065,DYNLL1,0.4088,0.115888,0.7239890810810811
20919,POLG,0.4077,0.117038,0.7239890810810811
23803,YTHDF1,-0.4059,0.118792,0.7239890810810811
954,SNORD126,0.4059,0.118792,0.7239890810810811
2648,LOC102724176,0.4059,0.118792,0.7239890810810811
34700,PIP5K1P1,0.4059,0.118792,0.7239890810810811
23893,APOO,0.4059,0.118792,0.7239890810810811
33154,SBDSP1,0.4059,0.118792,0.7239890810810811
5679,lnc-COX10-1,-0.4059,0.118792,0.7239890810810811
11623,lnc-OBFC2A-4,0.4059,0.118792,0.7239890810810811
1702,lnc-HPDL-1,-0.4059,0.118792,0.7239890810810811
8056,LOC102723953,-0.4059,0.118792,0.7239890810810811
7480,BRD9,-0.4059,0.118792,0.7239890810810811
14463,lnc-AKAP13-1,-0.4059,0.118792,0.7239890810810811
33983,SPAG8,-0.4059,0.118792,0.7239890810810811
7986,IPO13,0.4059,0.118792,0.7239890810810811
22636,ETNK1,0.4059,0.118792,0.7239890810810811
1881,lnc-LGALSL-1,-0.4059,0.118792,0.7239890810810811
3373,LINC01450,0.4059,0.118792,0.7239890810810811
6718,LINC00448,-0.4059,0.118792,0.7239890810810811
30521,UFSP1,0.4059,0.118792,0.7239890810810811
11394,LINC00670,0.4059,0.118792,0.7239890810810811
18079,EFCC1,0.4059,0.118792,0.7239890810810811
25327,FGFRL1,-0.4059,0.118792,0.7239890810810811
14056,lnc-ZNF438-1,-0.4059,0.118792,0.7239890810810811
6444,XLOC_l2_000941,-0.4059,0.118792,0.7239890810810811
21427,DCTN2,0.4059,0.118792,0.7239890810810811
16395,SNRNP200,0.4059,0.118792,0.7239890810810811
34150,ENTPD8,-0.4059,0.118792,0.7239890810810811
10873,lnc-KDM5B-1,-0.4059,0.118792,0.7239890810810811
13686,lnc-ZNF680-3,-0.4059,0.118792,0.7239890810810811
21447,DACT3,0.4059,0.118792,0.7239890810810811
4833,lnc-MYL2-2,0.4059,0.118792,0.7239890810810811
16578,GPR21,-0.4059,0.118792,0.7239890810810811
29538,OXCT1,0.4059,0.118792,0.7239890810810811
21264,RGS12,-0.4059,0.118792,0.7239890810810811
27026,PNMAL1,0.4059,0.118792,0.7239890810810811
28677,FAM3C,0.4059,0.118792,0.7239890810810811
17728,GPR125,0.4059,0.118792,0.7239890810810811
17661,FKBP10,0.4059,0.118792,0.7239890810810811
10987,GRTP1-AS1,-0.4059,0.118792,0.7239890810810811
17585,XYLT2,0.4059,0.118792,0.7239890810810811
1479,lnc-RNPC3-3,-0.4059,0.118792,0.7239890810810811
21837,FASTKD5,0.4059,0.118792,0.7239890810810811
33666,XLOC_l2_001559,-0.4059,0.118792,0.7239890810810811
16237,ERH,0.4059,0.118792,0.7239890810810811
8829,lnc-ATG14-1,0.4059,0.118792,0.7239890810810811
10757,lnc-INTS4-2,0.4059,0.118792,0.7239890810810811
1905,lnc-MRPS9-2,-0.4059,0.118792,0.7239890810810811
6154,lnc-GGTLC1-4,-0.4059,0.118792,0.7239890810810811
1064,DOC2GP,0.4059,0.118792,0.7239890810810811
18822,ASCL3,0.4059,0.118792,0.7239890810810811
28155,ITGA2B,-0.4059,0.118792,0.7239890810810811
14779,lnc-RAB18-1,0.4059,0.118792,0.7239890810810811
12438,PDXK,-0.4059,0.118792,0.7239890810810811
17786,AKT3,0.4059,0.118792,0.7239890810810811
24687,KRT35,0.4059,0.118792,0.7239890810810811
23091,HAO2,0.4059,0.118792,0.7239890810810811
23030,FAM171A1,0.4059,0.118792,0.7239890810810811
34140,OR5K1,0.4059,0.118792,0.7239890810810811
6699,LINC00446,-0.4059,0.118792,0.7239890810810811
30267,ACAP3,-0.4059,0.118792,0.7239890810810811
15519,AR,0.4059,0.118792,0.7239890810810811
31139,PTCHD3,-0.4059,0.118792,0.7239890810810811
17415,GTF3C1,0.4059,0.118792,0.7239890810810811
1921,lnc-CNTNAP5-5,-0.4059,0.118792,0.7239890810810811
20964,BCDIN3D,0.4059,0.118792,0.7239890810810811
26063,OSBPL8,-0.4059,0.118792,0.7239890810810811
9318,CAPN3,-0.4059,0.118792,0.7239890810810811
3474,lnc-HNRNPA2B1-1,0.4059,0.118792,0.7239890810810811
13477,TMEM88B,-0.4059,0.118792,0.7239890810810811
13538,lnc-XRN2-1,-0.4059,0.118792,0.7239890810810811
13577,lnc-ZBTB7C-1,-0.4059,0.118792,0.7239890810810811
25952,ZNF34,0.4059,0.118792,0.7239890810810811
25227,ZNF585A,0.4059,0.118792,0.7239890810810811
3994,lnc-C9orf50-2,-0.4059,0.118792,0.7239890810810811
31195,PGAM2,-0.4059,0.118792,0.7239890810810811
5497,lnc-ACSM5-2,-0.4059,0.118792,0.7239890810810811
4975,lnc-GSX1-1,-0.4059,0.118792,0.7239890810810811
25267,OTOS,-0.4059,0.118792,0.7239890810810811
4977,lnc-USPL1-2,0.4059,0.118792,0.7239890810810811
16835,ELMO3,0.4059,0.118792,0.7239890810810811
20940,GMEB2,-0.4059,0.118792,0.7239890810810811
33318,TINF2,0.4059,0.118792,0.7239890810810811
17430,PLEKHM1,-0.4059,0.118792,0.7239890810810811
2154,lnc-LYPD6-1,-0.4059,0.118792,0.7239890810810811
19986,NLRC5,-0.4059,0.118792,0.7239890810810811
445,CYP1B1-AS1,-0.4059,0.118792,0.7239890810810811
26755,SETD7,0.4059,0.118792,0.7239890810810811
26694,JUNB,-0.4059,0.118792,0.7239890810810811
15892,CAMK1,0.4059,0.118792,0.7239890810810811
15926,CRTC2,-0.4059,0.118792,0.7239890810810811
20887,SH3D19,0.4059,0.118792,0.7239890810810811
14240,lnc-C7orf62-2,0.4059,0.118792,0.7239890810810811
4035,lnc-ARL13A-1,0.4059,0.118792,0.7239890810810811
12174,LOC101926933,-0.4059,0.118792,0.7239890810810811
1094,LGALS17A,0.4059,0.118792,0.7239890810810811
28258,LRRC73,-0.4059,0.118792,0.7239890810810811
32083,SLC25A3P1,-0.4059,0.118792,0.7239890810810811
18914,MYL9,-0.4059,0.118792,0.7239890810810811
4389,lnc-SRGN-1,-0.4059,0.118792,0.7239890810810811
1853,lnc-KCNS3-3,0.4059,0.118792,0.7239890810810811
15368,ACTA1,0.4059,0.118792,0.7239890810810811
7603,ERVH-3,-0.4059,0.118792,0.7239890810810811
23462,PLK3,-0.4059,0.118792,0.7239890810810811
23390,PRIMA1,-0.4059,0.118792,0.7239890810810811
28026,GLUL,-0.4059,0.118792,0.7239890810810811
20016,TM4SF5,-0.4059,0.118792,0.7239890810810811
20703,ASPSCR1,-0.4059,0.118792,0.7239890810810811
20607,FAM118B,0.4059,0.118792,0.7239890810810811
26295,AEBP2,0.4059,0.118792,0.7239890810810811
33255,LRRK2,-0.4059,0.118792,0.7239890810810811
421,LOC730102,-0.4059,0.118792,0.7239890810810811
26567,TROVE2,0.4059,0.118792,0.7239890810810811
17351,UBFD1,0.4059,0.118792,0.7239890810810811
17405,POLR3E,0.4059,0.118792,0.7239890810810811
27421,RNF150,0.4059,0.118792,0.7239890810810811
2447,lnc-DPH3-1,0.4059,0.118792,0.7239890810810811
15932,ROPN1L,-0.4059,0.118792,0.7239890810810811
15975,SMARCD3,-0.4059,0.118792,0.7239890810810811
12393,lnc-RPGRIP1-1,-0.4059,0.118792,0.7239890810810811
28473,LOC284912,-0.4059,0.118792,0.7239890810810811
15868,UPB1,-0.4059,0.118792,0.7239890810810811
15878,SERHL2,0.4059,0.118792,0.7239890810810811
33198,UGGT1,0.4059,0.118792,0.7239890810810811
14281,FGF11,0.4059,0.118792,0.7239890810810811
30075,FAM157A,-0.4059,0.118792,0.7239890810810811
33948,OR2K2,-0.4059,0.118792,0.7239890810810811
1779,LOC101927948,-0.4059,0.118792,0.7239890810810811
640,MKRN2OS,0.4059,0.118792,0.7239890810810811
11234,DENND5B-AS1,-0.4059,0.118792,0.7239890810810811
29041,PRPS1L1,0.4059,0.118792,0.7239890810810811
34463,TMEM247,0.4059,0.118792,0.7239890810810811
11910,lnc-PODN-1,-0.4059,0.118792,0.7239890810810811
32229,NPL,-0.4059,0.118792,0.7239890810810811
18622,CACNB3,0.4059,0.118792,0.7239890810810811
15118,ALOX5,-0.4059,0.118792,0.7239890810810811
20157,USO1,0.4059,0.118792,0.7239890810810811
33106,DNAJC15,0.4059,0.118792,0.7239890810810811
17349,C12orf43,0.4059,0.118792,0.7239890810810811
30529,PITX3,-0.4059,0.118792,0.7239890810810811
34566,PIGU,0.4029,0.121746,0.7261891690140845
24098,KCNK10,0.4029,0.121746,0.7261891690140845
24150,DHRS13,-0.4029,0.121746,0.7261891690140845
30466,SBK3,-0.4029,0.121746,0.7261891690140845
7354,XLOC_l2_010723,-0.4029,0.121746,0.7261891690140845
28020,MYOCD,0.4029,0.121746,0.7261891690140845
617,MTRNR2L1,-0.4029,0.121746,0.7261891690140845
24436,PRPS1,-0.4029,0.121746,0.7261891690140845
20854,XPNPEP1,0.4029,0.121746,0.7261891690140845
17061,PNRC1,-0.4029,0.121746,0.7261891690140845
17040,RAD1,0.4029,0.121746,0.7261891690140845
2097,MLK7-AS1,0.4029,0.121746,0.7261891690140845
26213,CCNT2,0.4029,0.121746,0.7261891690140845
26545,NFE2L1,0.4029,0.121746,0.7261891690140845
10265,LOC100131315,-0.4029,0.121746,0.7261891690140845
1402,lnc-EGLN1-1,-0.4029,0.121746,0.7261891690140845
1398,lnc-NVL-1,-0.4029,0.121746,0.7261891690140845
33131,ITIH6,-0.4029,0.121746,0.7261891690140845
3716,lnc-CYP7A1-1,0.4029,0.121746,0.7261891690140845
20386,IFNK,0.4029,0.121746,0.7261891690140845
33365,LOC100131719,0.4029,0.121746,0.7261891690140845
13313,TSC22D2,0.4029,0.121746,0.7261891690140845
5660,lnc-HOXB7-1,0.4029,0.121746,0.7261891690140845
4598,lnc-RP11-831A10.1.1-1,-0.4029,0.121746,0.7261891690140845
10446,lnc-GPR12-1,-0.4029,0.121746,0.7261891690140845
31461,KRTAP16-1,0.4029,0.121746,0.7261891690140845
12084,FAM184B,0.4029,0.121746,0.7261891690140845
28160,SASH1,0.4029,0.121746,0.7261891690140845
18793,OR4C3,-0.4029,0.121746,0.7261891690140845
27512,NPY4R,-0.4029,0.121746,0.7261891690140845
24618,CCNJL,-0.4029,0.121746,0.7261891690140845
34219,GBX2,0.4029,0.121746,0.7261891690140845
14771,MFAP3L,-0.4029,0.121746,0.7261891690140845
28176,SPEM1,-0.4029,0.121746,0.7261891690140845
11393,lnc-MYOCD-1,0.4029,0.121746,0.7261891690140845
15591,RGS2,-0.4029,0.121746,0.7261891690140845
30297,XIAP,0.4029,0.121746,0.7261891690140845
7884,XLOC_l2_015585,0.4029,0.121746,0.7261891690140845
7873,LOC101928761,-0.4029,0.121746,0.7261891690140845
24770,ATRN,0.4029,0.121746,0.7261891690140845
13371,lnc-TUFM-1,0.4029,0.121746,0.7261891690140845
13346,DSCR9,-0.4029,0.121746,0.7261891690140845
2160,lnc-CDK5R2-1,0.4029,0.121746,0.7261891690140845
10620,SPOPL,-0.4029,0.121746,0.7261891690140845
19921,TCEAL4,0.4029,0.121746,0.7261891690140845
31816,CCDC169,0.4029,0.121746,0.7261891690140845
10487,lnc-GREM2-2,0.4029,0.121746,0.7261891690140845
5134,LOC101927780,-0.4029,0.121746,0.7261891690140845
5099,lnc-COL4A1-2,0.4029,0.121746,0.7261891690140845
5095,lnc-EFNB2-5,-0.4029,0.121746,0.7261891690140845
27493,DTNA,-0.4029,0.121746,0.7261891690140845
12172,lnc-RELT-1,-0.4029,0.121746,0.7261891690140845
12139,LOC102723373,-0.4029,0.121746,0.7261891690140845
22847,TMEM67,0.4029,0.121746,0.7261891690140845
181,LOC100294145,-0.4029,0.121746,0.7261891690140845
205,SEC14L1,-0.4029,0.121746,0.7261891690140845
16603,EIF2AK3,0.4029,0.121746,0.7261891690140845
1249,LOC100506585,-0.4029,0.121746,0.7261891690140845
1294,LOC284600,0.4029,0.121746,0.7261891690140845
4812,lnc-PAWR-5,0.4029,0.121746,0.7261891690140845
10703,lnc-IFNG-3,0.4029,0.121746,0.7261891690140845
695,PSG6,0.4029,0.121746,0.7261891690140845
19731,ZYX,-0.4029,0.121746,0.7261891690140845
19816,RDH11,0.4029,0.121746,0.7261891690140845
26860,C18orf32,0.4029,0.121746,0.7261891690140845
8114,lnc-BCKDK-1,-0.4029,0.121746,0.7261891690140845
19035,CBLB,0.4029,0.121746,0.7261891690140845
27419,THAP2,0.4029,0.121746,0.7261891690140845
25158,CIAPIN1,0.4029,0.121746,0.7261891690140845
22410,NBEAL2,-0.4029,0.121746,0.7261891690140845
14286,lnc-NUB1-2,0.4029,0.121746,0.7261891690140845
8214,LOC100506016,-0.4029,0.121746,0.7261891690140845
13699,GRM8,0.4029,0.121746,0.7261891690140845
21475,MYD88,-0.4029,0.121746,0.7261891690140845
25741,CSAG1,-0.4029,0.121746,0.7261891690140845
9249,lnc-C8orf56-2,0.4029,0.121746,0.7261891690140845
21254,KLHL35,-0.4029,0.121746,0.7261891690140845
29588,C14orf177,0.4029,0.121746,0.7261891690140845
30004,SBNO2,-0.4029,0.121746,0.7261891690140845
6560,FAM21C,0.4029,0.121746,0.7261891690140845
3180,LOC102724422,-0.4029,0.121746,0.7261891690140845
27390,NDUFB8,0.4029,0.121746,0.7261891690140845
19141,KIAA0408,-0.4029,0.121746,0.7261891690140845
17874,TMEM9B,0.4029,0.121746,0.7261891690140845
687,TMEM262,-0.4029,0.121746,0.7261891690140845
12408,PCAT29,-0.4029,0.121746,0.7261891690140845
8822,lnc-ASPSCR1-1,-0.4029,0.121746,0.7261891690140845
21873,PRPF8,0.4029,0.121746,0.7261891690140845
12679,lnc-SLC38A8-6,0.4029,0.121746,0.7261891690140845
27069,ATP5I,0.4029,0.121746,0.7261891690140845
19544,PSMB8,-0.4029,0.121746,0.7261891690140845
16291,MSRB1,-0.4029,0.121746,0.7261891690140845
1232,LOC100506368,-0.4029,0.121746,0.7261891690140845
31259,CYTH3,0.4029,0.121746,0.7261891690140845
25544,LRRC8D,0.4029,0.121746,0.7261891690140845
16414,OR8G1,0.4029,0.121746,0.7261891690140845
29630,LOC100130920,-0.4029,0.121746,0.7261891690140845
1849,lnc-TRIB2-5,0.4029,0.121746,0.7261891690140845
19200,PHF20L1,-0.4029,0.121746,0.7261891690140845
5830,LINC01255,-0.4029,0.121746,0.7261891690140845
25344,CWC27,0.4029,0.121746,0.7261891690140845
6548,XLOC_l2_001774,0.4029,0.121746,0.7261891690140845
1494,lnc-NBPF15-2,0.4029,0.121746,0.7261891690140845
28593,KDM6B,-0.4029,0.121746,0.7261891690140845
25432,PDCD1LG2,0.4029,0.121746,0.7261891690140845
14064,lnc-ATF7IP2-1,-0.4029,0.121746,0.7261891690140845
8768,LOC101929064,-0.4029,0.121746,0.7261891690140845
16211,SLCO1B1,0.4029,0.121746,0.7261891690140845
16266,PDCD7,0.4029,0.121746,0.7261891690140845
30583,MROH3P,0.4029,0.121746,0.7261891690140845
18589,RCN1,0.4029,0.121746,0.7261891690140845
32346,ZNF554,0.4029,0.121746,0.7261891690140845
27722,NEU1,0.4029,0.121746,0.7261891690140845
15242,ACSM1,0.4029,0.121746,0.7261891690140845
971,SNORD94,0.4029,0.121746,0.7261891690140845
24116,NECAB2,-0.4029,0.121746,0.7261891690140845
20416,CPA2,-0.4029,0.121746,0.7261891690140845
20500,EMX1,-0.4029,0.121746,0.7261891690140845
1005,LOC285847,-0.4029,0.121746,0.7261891690140845
24016,SF3B2,0.4029,0.121746,0.7261891690140845
11840,lnc-PIK3CG-4,-0.4029,0.121746,0.7261891690140845
7203,LOC101927843,0.4029,0.121746,0.7261891690140845
30651,FAM71F2,-0.4029,0.121746,0.7261891690140845
24048,HOXC13,0.4029,0.121746,0.7261891690140845
11191,LOC101929406,0.4018,0.12294,0.7271220627727425
31832,LOC729162,-0.4009,0.123841,0.7271220627727425
5325,OIP5-AS1,0.4,0.12475,0.7271220627727425
15174,COQ5,0.4,0.12475,0.7271220627727425
28003,CDK5R2,-0.4,0.12475,0.7271220627727425
10062,lnc-ERP29-1,0.4,0.12475,0.7271220627727425
11868,lnc-PLAU-1,-0.4,0.12475,0.7271220627727425
4270,lnc-SGPL1-3,0.4,0.12475,0.7271220627727425
29191,UTS2B,0.4,0.12475,0.7271220627727425
29173,SPIN4,0.4,0.12475,0.7271220627727425
15193,CMTM5,-0.4,0.12475,0.7271220627727425
24170,OLFM2,0.4,0.12475,0.7271220627727425
27714,GNAO1,0.4,0.12475,0.7271220627727425
11900,lnc-PMP2-1,0.4,0.12475,0.7271220627727425
18336,RARRES1,0.4,0.12475,0.7271220627727425
14988,FBXO17,-0.4,0.12475,0.7271220627727425
7064,XLOC_l2_007767,-0.4,0.12475,0.7271220627727425
31204,WIBG,0.4,0.12475,0.7271220627727425
16207,RAB3IP,-0.4,0.12475,0.7271220627727425
16209,SOCS2,0.4,0.12475,0.7271220627727425
33733,PROP1,-0.4,0.12475,0.7271220627727425
16254,BATF,0.4,0.12475,0.7271220627727425
16174,KBTBD3,0.4,0.12475,0.7271220627727425
34457,NCAPG2,0.4,0.12475,0.7271220627727425
33867,LCE5A,0.4,0.12475,0.7271220627727425
29892,MTTP,0.4,0.12475,0.7271220627727425
33784,CYS1,-0.4,0.12475,0.7271220627727425
28532,ABI2,0.4,0.12475,0.7271220627727425
28533,AGVR6190,0.4,0.12475,0.7271220627727425
1526,lnc-LYPLAL1-1,-0.4,0.12475,0.7271220627727425
11017,lnc-LGALSL-2,-0.4,0.12475,0.7271220627727425
19220,RLN2,0.4,0.12475,0.7271220627727425
25238,RBM42,0.4,0.12475,0.7271220627727425
22318,CCSER2,0.4,0.12475,0.7271220627727425
22334,MFF,0.4,0.12475,0.7271220627727425
30029,LOC101927270,-0.4,0.12475,0.7271220627727425
16025,PXMP2,0.4,0.12475,0.7271220627727425
13767,GPC5-AS2,0.4,0.12475,0.7271220627727425
29741,RFWD2,-0.4,0.12475,0.7271220627727425
569,C2orf61,-0.4,0.12475,0.7271220627727425
25575,FXYD4,-0.4,0.12475,0.7271220627727425
12618,lnc-SLC16A3-4,0.4,0.12475,0.7271220627727425
33810,LOC100130931,0.4,0.12475,0.7271220627727425
28619,CDC42BPA,-0.4,0.12475,0.7271220627727425
28437,TRAF1,0.4,0.12475,0.7271220627727425
28482,NXT2,0.4,0.12475,0.7271220627727425
1546,lnc-NOC2L-2,0.4,0.12475,0.7271220627727425
27232,SORT1,-0.4,0.12475,0.7271220627727425
5486,lnc-IL34-3,0.4,0.12475,0.7271220627727425
14201,lnc-SLC38A8-5,0.4,0.12475,0.7271220627727425
21176,TCEANC2,-0.4,0.12475,0.7271220627727425
21356,TRIM5,0.4,0.12475,0.7271220627727425
5593,lnc-CLEC18B-3,-0.4,0.12475,0.7271220627727425
16495,CDC23,0.4,0.12475,0.7271220627727425
9177,lnc-C2orf72-1,0.4,0.12475,0.7271220627727425
22371,PIP4K2B,0.4,0.12475,0.7271220627727425
27030,POR,-0.4,0.12475,0.7271220627727425
6162,lnc-KIAA1755-5,0.4,0.12475,0.7271220627727425
3939,lnc-PTPRD-5,-0.4,0.12475,0.7271220627727425
17541,TRPC4AP,-0.4,0.12475,0.7271220627727425
14243,ZBTB20-AS3,0.4,0.12475,0.7271220627727425
239,FAM200B,-0.4,0.12475,0.7271220627727425
6609,lnc-NPAS4-1,-0.4,0.12475,0.7271220627727425
19582,TUSC2,0.4,0.12475,0.7271220627727425
25160,GAN,0.4,0.12475,0.7271220627727425
27407,LOC441081,-0.4,0.12475,0.7271220627727425
4427,LOC143666,0.4,0.12475,0.7271220627727425
14397,IWS1,-0.4,0.12475,0.7271220627727425
15741,NDUFB10,0.4,0.12475,0.7271220627727425
31435,GRIK1-AS1,-0.4,0.12475,0.7271220627727425
5771,lnc-C17orf58-5,-0.4,0.12475,0.7271220627727425
17750,PHKA2,-0.4,0.12475,0.7271220627727425
10662,HAO2-IT1,-0.4,0.12475,0.7271220627727425
25758,FBXO27,-0.4,0.12475,0.7271220627727425
3460,lnc-COX19-1,-0.4,0.12475,0.7271220627727425
21202,CCDC85A,0.4,0.12475,0.7271220627727425
2504,lnc-WFS1-1,0.4,0.12475,0.7271220627727425
30977,TMEM189,0.4,0.12475,0.7271220627727425
22799,ZNRF3,0.4,0.12475,0.7271220627727425
16646,SAT1,-0.4,0.12475,0.7271220627727425
